# x l P_ref P_forward P_backward_exp abs_err_forward rel_err_forward abs_err_backward rel_err_backward
0.10000000000000001 36 -1.15229442473742741e-01 -1.15229442473742755e-01 1.10455257385998429e-01 1.38777878078144568e-17 1.20436127346331471e-16 2.25684699859741156e-01 1.95856801017819548e+00
0.10000000000000001 37 -7.53621617707944114e-02 -7.53621617707943975e-02 -5.10466920476733033e-01 1.38777878078144568e-17 1.84147952788591666e-16 4.35104758705938621e-01 5.77351748519716157e+00
0.10000000000000001 38 9.73229778486190411e-02 9.73229778486190550e-02 -2.08298590180458931e-01 1.38777878078144568e-17 1.42595182705985974e-16 3.05621568029077972e-01 3.14028171748358176e+00
0.10000000000000001 39 9.26448481211424174e-02 9.26448481211424035e-02 4.56252405992982557e-01 1.38777878078144568e-17 1.49795569740347121e-16 3.63607557871840126e-01 3.92474665613771467e+00
0.10000000000000001 40 -7.65925458984779289e-02 -7.65925458984779428e-02 2.93200975609561543e-01 1.38777878078144568e-17 1.81189796539851536e-16 3.69793521508039458e-01 4.82806149306218746e+00
0.10000000000000001 41 -1.05516915771301664e-01 -1.05516915771301636e-01 -3.87199227738581786e-01 2.77555756156289135e-17 2.63043848588093722e-16 2.81682311967280108e-01 2.66954648843035702e+00
0.10000000000000001 42 5.39167614508521756e-02 5.39167614508521895e-02 -3.62737942624339338e-01 1.38777878078144568e-17 2.57392829880273013e-16 4.16654704075191507e-01 7.72773981343432670e+00
0.10000000000000001 43 1.13720998482021246e-01 1.13720998482021232e-01 3.06490582621245344e-01 1.38777878078144568e-17 1.22033643681104949e-16 1.92769584139224098e-01 1.69510984525606379e+00
0.10000000000000001 44 -3.02056376271149681e-02 -3.02056376271149889e-02 4.15095445492077886e-01 2.08166817117216851e-17 6.89165445494022117e-16 4.45301083119192864e-01 1.47423169348842151e+01
0.10000000000000001 45 -1.17167869068672395e-01 -1.17167869068672381e-01 -2.17583026010117864e-01 1.38777878078144568e-17 1.18443630648267990e-16 1.00415156941445469e-01 8.57019571488424670e-01
0.10000000000000001 46 6.37013227598379889e-03 6.37013227598381970e-03 -4.49115230083382111e-01 2.08166817117216851e-17 3.26785705694106202e-15 4.55485362359365931e-01 7.15032816628632872e+01
0.10000000000000001 47 1.15935408666501691e-01 1.15935408666501677e-01 1.24086118227446099e-01 1.38777878078144568e-17 1.19702754899800490e-16 8.15070956094440802e-03 7.03038843326169172e-02
0.10000000000000001 48 1.67081284450109925e-02 1.67081284450109682e-02 4.64317373689160373e-01 2.42861286636752993e-17 1.45355170949305689e-15 4.47609245244149356e-01 2.67899092778284462e+01
0.10000000000000001 49 -1.10261852450519893e-01 -1.10261852450519879e-01 -2.96378602067868709e-02 1.38777878078144568e-17 1.25862095542446353e-16 8.06239922437330253e-02 7.31204768030839225e-01
0.10000000000000001 50 -3.82058126613137108e-02 -3.82058126613136831e-02 -4.60899322536320988e-01 2.77555756156289135e-17 7.26475205793320138e-16 4.22693509875007256e-01 1.10635916482681331e+01

0.5 0 1.00000000000000000e+00 1.00000000000000000e+00 1.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00
0.5 1 5.00000000000000000e-01 5.00000000000000000e-01 -7.37888378587042393e+00 0.00000000000000000e+00 0.00000000000000000e+00 7.87888378587042393e+00 1.57577675717408479e+01
0.5 2 -1.25000000000000000e-01 -1.25000000000000000e-01 -6.03416283940281772e+00 0.00000000000000000e+00 0.00000000000000000e+00 5.90916283940281772e+00 4.72733027152225418e+01
